query,url,title,snippet,text_sample,position,relevant,click
Cosa e la isola di plastica,http://www.saperescienza.it/rubriche/geologia/l-isola-di-plastica-18-07-2014/200-l-isola-di-plastica-18-07-2014,L'isola di plastica - SapereScienza,"L’Isola di Plastica, che non e’ presente solo nell’Oceano Pacifico ma anche in Atlantico e probabilmente in Mediterraneo, non è solo un disastro ambientale incalcolabile ma è la metafora più precisa e terribile del fallimento del nostro modello di sviluppo. E’ un’ isola in mezzo all’oceano, quindi non è di nessuno, e nessuno se ...","L'isola di plastica - SapereScienza. L’Isola di Plastica, che non e’ presente solo nell’Oceano Pacifico ma anche in Atlantico e probabilmente in Mediterraneo, non è solo un disastro ambientale incalcolabile ma è la metafora più precisa e terribile del fallimento del nostro modello di sviluppo. E’ un’ isola in mezzo all’oceano, quindi non è di nessuno, e nessuno se ...",5,NR,NC
Cosa e la isola di plastica,https://quifinanza.it/green/video/cosa-composta-isola-rifiuti-pacifico/214769/,Da cosa è composta l’isola di rifiuti del Pacifico ...,"Da cosa è composta l’isola di rifiuti del Pacifico La Great Pacific Garbage Patch si trova nell'Oceano tra Hawaii, Giappone e California: che cos'è e come è nata","Da cosa è composta l’isola di rifiuti del Pacifico .... Da cosa è composta l’isola di rifiuti del Pacifico La Great Pacific Garbage Patch si trova nell'Oceano tra Hawaii, Giappone e California: che cos'è e come è nata",6,R,C
Cosa e la isola di plastica,http://www.nationalgeographic.it/ambiente/2018/04/04/news/isola_di_plastica_del_pacifico_pulirla_non_risolvera_il_problema-3928421/,"Isola di plastica del Pacifico, pulirla non risolverà il ...","La cosiddetta Isola di plastica del Pacifico (Great Pacific Garbage Patch, in inglese) è la più grande zona di accumulo di rifiuti galleggianti al mondo. È situata in corrispondenza del vortice oceanico subtropicale del Pacifico del Nord, in una regione dove le correnti superficiali formate dai venti creano una zona di convergenza dove si accumulano detriti naturali e di origine umana che ...","Isola di plastica del Pacifico, pulirla non risolverà il .... La cosiddetta Isola di plastica del Pacifico (Great Pacific Garbage Patch, in inglese) è la più grande zona di accumulo di rifiuti galleggianti al mondo. È situata in corrispondenza del vortice oceanico subtropicale del Pacifico del Nord, in una regione dove le correnti superficiali formate dai venti creano una zona di convergenza dove si accumulano detriti naturali e di origine umana che ...",7,NR,NC
Cosa e la isola di plastica,https://it.wikipedia.org/wiki/Pacific_Trash_Vortex,Pacific Trash Vortex - Wikipedia,"L'isola costituisce un nuovo ecosistema dove la plastica è colonizzata da circa mille tipi diversi di organismi eterotrofi, autotrofi, predatori e simbionti, tra cui diatomee e batteri, alcuni dei quali apparentemente in grado di degradare la materia plastica e gli idrocarburi.","Pacific Trash Vortex - Wikipedia. L'isola costituisce un nuovo ecosistema dove la plastica è colonizzata da circa mille tipi diversi di organismi eterotrofi, autotrofi, predatori e simbionti, tra cui diatomee e batteri, alcuni dei quali apparentemente in grado di degradare la materia plastica e gli idrocarburi.",8,NR,NC
Cosa e la isola di plastica,https://www.youtube.com/watch?v=ZgRsgmWTIJQ,Nell'Oceano Pacifico galleggia un'isola di plastica grande ...,Nelle acque dell’Oceano Pacifico tra la California e le Hawaii galleggia una gigantesca isola di plastica. È grande tre volte la Francia ed è formata da oggetti risalenti anche agli anni ’70.,Nell'Oceano Pacifico galleggia un'isola di plastica grande .... Nelle acque dell’Oceano Pacifico tra la California e le Hawaii galleggia una gigantesca isola di plastica. È grande tre volte la Francia ed è formata da oggetti risalenti anche agli anni ’70.,9,NR,NC
Cosa e la isola di plastica,https://www.youtube.com/watch?v=-42fy_-1O7g,Scoperto Un Nuovo Continente Nel Mezzo Dell'Oceano ...,"La quantità di plastica da imballaggio prodotta in un anno, basterebbe a ricoprire l'intero pianeta lungo l'equatore. 500 miliardi di bicchieri di plastica usa e getta vengono usati ogni anno.","Scoperto Un Nuovo Continente Nel Mezzo Dell'Oceano .... La quantità di plastica da imballaggio prodotta in un anno, basterebbe a ricoprire l'intero pianeta lungo l'equatore. 500 miliardi di bicchieri di plastica usa e getta vengono usati ogni anno.",10,NR,NC
Di cosa si occupa il wwf?,http://www.sapere.it/sapere/strumenti/domande-risposte/animali-ambiente/Di-cosa-si-occupa-il-WWF.html,Di cosa si occupa il WWF? - Sapere.it Di cosa si occupa il WWF? - Sapere.it Di cosa si occupa il WWF? - Sapere.it Di cosa si occupa il WWF? - Sapere.it,"A tal proposito, ogni anno il WWF promuove oltre 2000 progetti in tutto mondo. L’organizzazione si occupa della tutela di mari, oceani, coste, foreste e animali soprattutto le specie in via di estinzione. In Italia il WWF, nato nel 1966, è presente su tutto il territorio nazionale con 200 sedi e con più di 100 Oasi. A tal proposito, ogni anno il WWF promuove oltre 2000 progetti in tutto mondo. L’organizzazione si occupa della tutela di mari, oceani, coste, foreste e animali soprattutto le specie in via di estinzione. In Italia il WWF, nato nel 1966, è presente su tutto il territorio nazionale con 200 sedi e con più di 100 Oasi. A tal proposito, ogni anno il WWF promuove oltre 2000 progetti in tutto mondo. L’organizzazione si occupa della tutela di mari, oceani, coste, foreste e animali soprattutto le specie in via di estinzione. In Italia il WWF, nato nel 1966, è presente su tutto il territorio nazionale con 200 sedi e con più di 100 Oasi. A tal proposito, ogni anno il WWF promuove oltre 2000 progetti in tutto mondo. L’organizzazione si occupa della tutela di mari, oceani, coste, foreste e animali soprattutto le specie in via di estinzione. In Italia il WWF, nato nel 1966, è presente su tutto il territorio nazionale con 200 sedi e con più di 100 Oasi.","Di cosa si occupa il WWF? - Sapere.it Di cosa si occupa il WWF? - Sapere.it Di cosa si occupa il WWF? - Sapere.it Di cosa si occupa il WWF? - Sapere.it. A tal proposito, ogni anno il WWF promuove oltre 2000 progetti in tutto mondo. L’organizzazione si occupa della tutela di mari, oceani, coste, foreste e animali soprattutto le specie in via di estinzione. In Italia il WWF, nato nel 1966, è presente su tutto il territorio nazionale con 200 sedi e con più di 100 Oasi. A tal proposito, ogni anno il WWF promuove oltre 2000 progetti in tutto mondo. L’organizzazione si occupa della tutela di mari, oceani, coste, foreste e animali soprattutto le specie in via di estinzione. In Italia il WWF, nato nel 1966, è presente su tutto il territorio nazionale con 200 sedi e con più di 100 Oasi. A tal proposito, ogni anno il WWF promuove oltre 2000 progetti in tutto mondo. L’organizzazione si occupa della tutela di mari, oceani, coste, foreste e animali soprattutto le specie in via di estinzione. In Italia il WWF, nato nel 1966, è presente su tutto il territorio nazionale con 200 sedi e con più di 100 Oasi. A tal proposito, ogni anno il WWF promuove oltre 2000 progetti in tutto mondo. L’organizzazione si occupa della tutela di mari, oceani, coste, foreste e animali soprattutto le specie in via di estinzione. In Italia il WWF, nato nel 1966, è presente su tutto il territorio nazionale con 200 sedi e con più di 100 Oasi.",1,R,C
Di cosa si occupa il wwf?,https://it.wikipedia.org/wiki/WWF,WWF - Wikipedia,"Il World Wide Fund for Nature (in italiano: Fondo Mondiale per la Natura), spesso abbreviato in World Wildlife Fund (Fondo Mondiale per la Fauna) o con l'acronimo WWF, è un'organizzazione internazionale non governativa di protezione ambientale con sede nella città di Gland","WWF - Wikipedia. Il World Wide Fund for Nature (in italiano: Fondo Mondiale per la Natura), spesso abbreviato in World Wildlife Fund (Fondo Mondiale per la Fauna) o con l'acronimo WWF, è un'organizzazione internazionale non governativa di protezione ambientale con sede nella città di Gland",2,R,C
Di cosa si occupa il wwf?,https://www.sito-ufficiale.com/wwf/,WWF | Sito Ufficiale,"Stai cercando notizie o il sito ufficiale del WWF? Questo è il sito giusto! Infatti, qui potrai trovare tutte le informazioni che ti occorrono e puoi scoprire di cosa si occupa la famosa associazione benefica, come aderire o fare donazioni!","WWF | Sito Ufficiale. Stai cercando notizie o il sito ufficiale del WWF? Questo è il sito giusto! Infatti, qui potrai trovare tutte le informazioni che ti occorrono e puoi scoprire di cosa si occupa la famosa associazione benefica, come aderire o fare donazioni!",3,NR,NC
Di cosa si occupa il wwf?,https://it.answers.yahoo.com/question/index?qid=20110317082910AAslPo6,mi potete dire in breve che cos'è e cosa fa il wwf ...,"Rispetto a ciascuno di questi temi, il WWF si prefigge degli obiettivi misurabili e gestisce con oltre 2000 progetti di conservazione all'anno in tutto il mondo. I progetti hanno ormai la peculiarità di coinvolgere le popolazioni locali, in quanto - sostiene il WWF - senza il scemi fin troppo la tutela dell'ambiente risulterebbe impossibile.","mi potete dire in breve che cos'è e cosa fa il wwf .... Rispetto a ciascuno di questi temi, il WWF si prefigge degli obiettivi misurabili e gestisce con oltre 2000 progetti di conservazione all'anno in tutto il mondo. I progetti hanno ormai la peculiarità di coinvolgere le popolazioni locali, in quanto - sostiene il WWF - senza il scemi fin troppo la tutela dell'ambiente risulterebbe impossibile.",4,NR,NC
Di cosa si occupa il wwf?,https://it.answers.yahoo.com/question/index?qid=20080427111804AAfu8uE,cos'è il WWF? Ci sono altre organizzazioni ke si occupano ...,il wwf-di cui io sn socia- è una fondazione ke si occupa di salvaguardare gli animali e il loro habitat e accetta solo fondi privati quindi nn è sottomessa ad 1 governo ed è internazionale. altri enti sn: LAV-lega antivivisezione ke si occupa su territorio italiano di difendere gli animali,cos'è il WWF? Ci sono altre organizzazioni ke si occupano .... il wwf-di cui io sn socia- è una fondazione ke si occupa di salvaguardare gli animali e il loro habitat e accetta solo fondi privati quindi nn è sottomessa ad 1 governo ed è internazionale. altri enti sn: LAV-lega antivivisezione ke si occupa su territorio italiano di difendere gli animali,5,NR,NC
Di cosa si occupa il wwf?,https://youngworldforum.forumfree.it/?t=76592566,Di cosa si occupa il WWF? - youngworldforum.forumfree.it,"A tal proposito, ogni anno il WWF promuove oltre 2000 progetti in tutto mondo. L’organizzazione si occupa della tutela di mari, oceani, coste, foreste e animali soprattutto le specie in via di estinzione. In Italia il WWF, nato nel 1966, è presente su tutto il territorio nazionale con 200 sedi e con più di 100 Oasi.","Di cosa si occupa il WWF? - youngworldforum.forumfree.it. A tal proposito, ogni anno il WWF promuove oltre 2000 progetti in tutto mondo. L’organizzazione si occupa della tutela di mari, oceani, coste, foreste e animali soprattutto le specie in via di estinzione. In Italia il WWF, nato nel 1966, è presente su tutto il territorio nazionale con 200 sedi e con più di 100 Oasi.",6,NR,NC
Di cosa si occupa il wwf?,https://www.wwf.it/,Per la difesa dell'ambiente e delle specie a rischio | WWF ...,"Il WWF è la più grande organizzazione mondiale per la conservazione di natura, habitat e specie in pericolo. Scopri come aiutarci a fare la differenza! ... Il 9 ottobre del 1963 si consumava il disastro che, con la frana del Monte Toc, portò alla morte di 1.910 persone.","Per la difesa dell'ambiente e delle specie a rischio | WWF .... Il WWF è la più grande organizzazione mondiale per la conservazione di natura, habitat e specie in pericolo. Scopri come aiutarci a fare la differenza! ... Il 9 ottobre del 1963 si consumava il disastro che, con la frana del Monte Toc, portò alla morte di 1.910 persone.",7,NR,NC
Di cosa si occupa il wwf?,http://www.treccani.it/enciclopedia/wwf/,"WWF nell'Enciclopedia Treccani - Treccani, il portale del ...","- Sigla di World Wildlife Fund, organizzazione internazionale non governativa costituita nel 1961 a Morges (Svizzera) e la cui sede è stata successivamente trasferita a Gland presso Losanna; nel 1986 ha assunto la denominazione di Worldwide fund for nature, mantenendo la sigla precedente. Il WWF ha come scopo la tutela dell’ambiente naturale, attraverso la protezione delle specie in ...","WWF nell'Enciclopedia Treccani - Treccani, il portale del .... - Sigla di World Wildlife Fund, organizzazione internazionale non governativa costituita nel 1961 a Morges (Svizzera) e la cui sede è stata successivamente trasferita a Gland presso Losanna; nel 1986 ha assunto la denominazione di Worldwide fund for nature, mantenendo la sigla precedente. Il WWF ha come scopo la tutela dell’ambiente naturale, attraverso la protezione delle specie in ...",8,NR,NC
